date,price1,price2
2021-11-09,0.5889732022976603,0.2748903010547376
2021-11-10,0.6073146222359661,0.16461279768428422
2021-11-11,0.5531695862185576,0.220410582404207
2021-11-12,0.4836598553613259,0.30986627419486484
2021-11-15,0.5180254600944589,0.2570139837556467
2021-11-16,0.5512492022009581,0.20671375586802432
2021-11-17,0.5684013221835561,0.17415115959877436
2021-11-18,0.5646150834660447,0.1595710126444684
2021-11-19,0.5963501880572816,0.12847053521793528
2021-11-22,0.5740539359479097,0.1555197700678861
2021-11-23,0.5298779343262926,0.08166629920327528
2021-11-24,0.4816010949258644,-0.05969049376316403
2021-11-25,0.4816010949258644,-0.10501486695344632
2021-11-26,0.4877647042133787,-0.1546570607435681
2021-11-29,0.52791225191337,-0.16024577226072292
2021-11-30,0.5259426979816734,-0.21620199956609298
2021-12-01,0.531839760410944,-0.1563644796318662
2021-12-02,0.502000418063828,-0.16072449960610963
2021-12-03,0.5512492022009581,-0.013103872150671108
2021-12-06,0.5531695862185576,-0.14546688729778828
2021-12-07,0.5120461228652733,-0.0878703125684753
2021-12-08,0.506030817991908,0.06475801949522121
2021-12-09,0.531839760410944,0.1467644746462331
2021-12-10,0.5219919143495726,0.17023811751387324
2021-12-13,0.502000418063828,0.15402912509520486
2021-12-14,0.5569993259147813,0.08358292687403378
2021-12-15,0.5608144546432773,-0.003222512206235135
2021-12-16,0.5852642010727626,0.015778220828381147
2021-12-17,0.5589087096788278,-0.059376984954848694
2021-12-20,0.5646150834660447,-0.18546993150921579
2021-12-21,0.5415915713706133,-0.11109654477992889
2021-12-22,0.5100450389821846,0.044940153298849365
2021-12-23,0.4836598553613259,0.1888677675530216
2021-12-24,0.4857143860088858,0.23570809302210063
2021-12-27,0.4712432312965208,0.19245437236308582
2021-12-28,0.46077695846107475,0.2174016216439038
2021-12-29,0.4352017162662688,0.10858097499474284
2021-12-30,0.4155816748413998,0.12466851908931627
2021-12-31,0.4221645532126379,0.2613918450090048
2022-01-04,0.41778078606863606,0.4579552903718428
2022-01-05,0.4459376686020279,0.4199940251057571
2022-01-06,0.47747081477427267,0.36854220996146386
2022-01-07,0.4795380872503191,0.20834649829163115
2022-01-10,0.4712432312965208,0.4359425841313236
2022-01-11,0.4753992598281752,0.29045227700634396
2022-01-12,0.4816010949258644,0.3557708995935057
2022-01-13,0.4979537082546564,0.11604448083657502
2022-01-14,0.46077695846107475,0.03535244285958574
2022-01-17,0.46077695846107475,0.1042218354660667
2022-01-18,0.5815413919282998,0.07836305062105417
2022-01-19,0.5871204212704866,-0.021499572468425654
2022-01-20,0.6181601402676561,0.05644459916132166
2022-01-21,0.6217493305589591,-0.2025468621284972
2022-01-24,0.609130396695612,-0.20799153432145542
2022-01-25,0.6235391063778012,-0.7767424108686195
2022-01-26,0.6552191060784411,-0.5312580011532724
2022-01-27,0.6604028880232301,-0.9928280542022343
2022-01-28,0.6586779447191716,-0.7107227135424552
2022-02-07,0.6586779447191716,-0.3939633012237244
